PL_id,home_team,away_team
46929,Manchester United,AFC Bournemouth
46930,Newcastle United,West Ham United
46931,Norwich City,Brighton and Hove Albion
46932,Southampton,Manchester City
46933,Tottenham Hotspur,Everton
46934,Wolverhampton Wanderers,Arsenal
46935,Arsenal,Leicester City
46936,Aston Villa,Manchester United
46937,AFC Bournemouth,Tottenham Hotspur
46938,Brighton and Hove Albion,Liverpool
46939,Crystal Palace,Chelsea
46940,Everton,Southampton
46941,Manchester City,Newcastle United
46942,Sheffield United,Wolverhampton Wanderers
46943,Watford,Norwich City
46944,West Ham United,Burnley
46945,Aston Villa,Crystal Palace
46946,AFC Bournemouth,Leicester City
46947,Brighton and Hove Albion,Manchester City
46948,Liverpool,Burnley
46949,Manchester United,Southampton
46950,Norwich City,West Ham United
46951,Sheffield United,Chelsea
46952,Tottenham Hotspur,Arsenal
46953,Watford,Newcastle United
46954,Wolverhampton Wanderers,Everton
46955,Arsenal,Liverpool
46956,Burnley,Wolverhampton Wanderers
46957,Chelsea,Norwich City
46958,Crystal Palace,Manchester United
46959,Everton,Aston Villa
46960,Leicester City,Sheffield United
46961,Manchester City,AFC Bournemouth
46962,Newcastle United,Tottenham Hotspur
46963,Southampton,Brighton and Hove Albion
46964,West Ham United,Watford
46965,Aston Villa,Arsenal
46966,AFC Bournemouth,Southampton
46967,Brighton and Hove Albion,Newcastle United
46968,Liverpool,Chelsea
46969,Manchester United,West Ham United
46970,Norwich City,Burnley
46971,Sheffield United,Everton
46972,Tottenham Hotspur,Leicester City
46973,Watford,Manchester City
46974,Wolverhampton Wanderers,Crystal Palace
46975,Arsenal,Watford
46976,Burnley,Brighton and Hove Albion
46977,Chelsea,Wolverhampton Wanderers
46978,Crystal Palace,Tottenham Hotspur
46979,Everton,AFC Bournemouth
46980,Leicester City,Manchester United
46981,Manchester City,Norwich City
46982,Newcastle United,Liverpool
46983,Southampton,Sheffield United
46984,West Ham United,Aston Villa
