PL_id,home_team,away_team
12282,Swansea City,West Ham United
12283,Watford,Liverpool
12284,Arsenal,Manchester City
12285,Aston Villa,West Ham United
12286,AFC Bournemouth,Crystal Palace
12287,Chelsea,Watford
12288,Liverpool,Leicester City
12289,Manchester City,Sunderland
12290,Newcastle United,Everton
12291,Southampton,Arsenal
12292,Stoke City,Manchester United
12293,Swansea City,West Bromwich Albion
12294,Tottenham Hotspur,Norwich City
12295,Arsenal,AFC Bournemouth
12296,Crystal Palace,Swansea City
12297,Everton,Stoke City
12298,Manchester United,Chelsea
12299,Norwich City,Aston Villa
12300,Watford,Tottenham Hotspur
12301,West Bromwich Albion,Newcastle United
12302,West Ham United,Southampton
12303,Leicester City,Manchester City
12304,Sunderland,Liverpool
12305,Arsenal,Newcastle United
12306,Leicester City,AFC Bournemouth
12307,Manchester United,Swansea City
12308,Norwich City,Southampton
12309,Sunderland,Aston Villa
12310,Watford,Manchester City
12311,West Bromwich Albion,Stoke City
12312,West Ham United,Liverpool
12313,Crystal Palace,Chelsea
12314,Everton,Tottenham Hotspur
12315,Aston Villa,Crystal Palace
12316,AFC Bournemouth,West Ham United
12317,Newcastle United,Manchester United
12318,Chelsea,West Bromwich Albion
12319,Liverpool,Arsenal
12320,Manchester City,Everton
12321,Southampton,Watford
12322,Stoke City,Norwich City
12323,Swansea City,Sunderland
12324,Tottenham Hotspur,Leicester City
12325,Aston Villa,Leicester City
12326,AFC Bournemouth,Norwich City
12327,Chelsea,Everton
12328,Manchester City,Crystal Palace
12329,Newcastle United,West Ham United
12330,Southampton,West Bromwich Albion
12331,Tottenham Hotspur,Sunderland
12332,Liverpool,Manchester United
12333,Stoke City,Arsenal
12334,Swansea City,Watford
12335,Crystal Palace,Tottenham Hotspur
12336,Leicester City,Stoke City
12337,Manchester United,Southampton
12338,Norwich City,Liverpool
12339,Sunderland,AFC Bournemouth
12340,Watford,Newcastle United
12341,West Bromwich Albion,Aston Villa
12342,West Ham United,Manchester City
12343,Arsenal,Chelsea
12344,Everton,Swansea City
12345,Arsenal,Southampton
12346,Crystal Palace,AFC Bournemouth
12347,Leicester City,Liverpool
12348,Manchester United,Stoke City
12349,Norwich City,Tottenham Hotspur
12350,Sunderland,Manchester City
12351,West Bromwich Albion,Swansea City
12352,West Ham United,Aston Villa
12353,Everton,Newcastle United
12354,Watford,Chelsea
12355,Aston Villa,Norwich City
12356,Liverpool,Sunderland
12357,Manchester City,Leicester City
12358,Newcastle United,West Bromwich Albion
12359,Southampton,West Ham United
12360,Stoke City,Everton
12361,Swansea City,Crystal Palace
12362,Tottenham Hotspur,Watford
12363,AFC Bournemouth,Arsenal
12364,Chelsea,Manchester United
12365,AFC Bournemouth,Stoke City
12366,Chelsea,Newcastle United
12367,Crystal Palace,Watford
12368,Everton,West Bromwich Albion
12369,Norwich City,West Ham United
12370,Sunderland,Manchester United
12371,Swansea City,Southampton
12372,Arsenal,Leicester City
12373,Aston Villa,Liverpool
12374,Manchester City,Tottenham Hotspur
12375,Leicester City,Norwich City
12376,Southampton,Chelsea
12377,Stoke City,Aston Villa
12378,Watford,AFC Bournemouth
12379,West Bromwich Albion,Crystal Palace
12380,West Ham United,Sunderland
12381,Manchester United,Arsenal
12382,Tottenham Hotspur,Swansea City
12383,Aston Villa,Everton
12384,AFC Bournemouth,Southampton
12385,Leicester City,West Bromwich Albion
12386,Norwich City,Chelsea
12387,Sunderland,Crystal Palace
12388,Arsenal,Swansea City
12389,Liverpool,Manchester City
12390,Manchester United,Watford
12391,Stoke City,Newcastle United
12392,West Ham United,Tottenham Hotspur
12393,Chelsea,Stoke City
12394,Everton,West Ham United
12395,Manchester City,Aston Villa
12396,Newcastle United,AFC Bournemouth
12397,Southampton,Sunderland
12398,Swansea City,Norwich City
12399,Tottenham Hotspur,Arsenal
12400,Watford,Leicester City
12401,Crystal Palace,Liverpool
12402,West Bromwich Albion,Manchester United
12403,AFC Bournemouth,Swansea City
12404,Norwich City,Manchester City
12405,Stoke City,Southampton
12406,Aston Villa,Tottenham Hotspur
12407,Leicester City,Newcastle United
12408,Chelsea,West Ham United
12409,Crystal Palace,Leicester City
12410,Everton,Arsenal
12411,Swansea City,Aston Villa
12412,Watford,Stoke City
12413,West Bromwich Albion,Norwich City
12414,Manchester City,Manchester United
12415,Newcastle United,Sunderland
12416,Southampton,Liverpool
12417,Tottenham Hotspur,AFC Bournemouth
12418,Arsenal,Watford
12419,Aston Villa,Chelsea
12420,AFC Bournemouth,Manchester City
12421,Liverpool,Tottenham Hotspur
12422,Norwich City,Newcastle United
12423,Stoke City,Swansea City
12424,Sunderland,West Bromwich Albion
12425,West Ham United,Crystal Palace
12426,Leicester City,Southampton
12427,Manchester United,Everton
12428,Aston Villa,AFC Bournemouth
12429,Crystal Palace,Norwich City
12430,Manchester City,West Bromwich Albion
12431,Southampton,Newcastle United
12432,Swansea City,Chelsea
12433,Watford,Everton
12434,West Ham United,Arsenal
12435,Liverpool,Stoke City
12436,Sunderland,Leicester City
12437,Tottenham Hotspur,Manchester United
12438,Crystal Palace,Everton
12439,Chelsea,Manchester City
12440,Everton,Southampton
12441,Manchester United,Aston Villa
12442,Newcastle United,Swansea City
12443,Norwich City,Sunderland
12444,West Bromwich Albion,Watford
12445,Arsenal,Crystal Palace
12446,AFC Bournemouth,Liverpool
12447,Leicester City,West Ham United
12448,Stoke City,Tottenham Hotspur
12449,Newcastle United,Manchester City
12450,Liverpool,Everton
12451,Manchester United,Crystal Palace
12452,West Ham United,Watford
12453,Arsenal,West Bromwich Albion
12454,Aston Villa,Southampton
12455,AFC Bournemouth,Chelsea
12456,Liverpool,Newcastle United
12457,Manchester City,Stoke City
12458,Leicester City,Swansea City
12459,Sunderland,Arsenal
12460,Tottenham Hotspur,West Bromwich Albion
12461,Arsenal,Norwich City
12462,Everton,AFC Bournemouth
12463,Newcastle United,Crystal Palace
12464,Stoke City,Sunderland
12465,Watford,Aston Villa
12466,West Bromwich Albion,West Ham United
12467,Manchester United,Leicester City
12468,Southampton,Manchester City
12469,Swansea City,Liverpool
12470,Chelsea,Tottenham Hotspur
12471,Aston Villa,Newcastle United
12472,AFC Bournemouth,West Bromwich Albion
12473,Crystal Palace,Stoke City
12474,Leicester City,Everton
12475,Norwich City,Manchester United
12476,Sunderland,Chelsea
12477,West Ham United,Swansea City
12478,Liverpool,Watford
12479,Manchester City,Arsenal
12480,Tottenham Hotspur,Southampton
12481,West Ham United,Manchester United
12482,Liverpool,Chelsea
12483,Norwich City,Watford
12484,Sunderland,Everton
12485,Arsenal,Aston Villa
12486,Chelsea,Leicester City
12487,Everton,Norwich City
12488,Newcastle United,Tottenham Hotspur
12489,Southampton,Crystal Palace
12490,Stoke City,West Ham United
12491,Swansea City,Manchester City
12492,Watford,Sunderland
12493,West Bromwich Albion,Liverpool
12494,Manchester United,AFC Bournemouth
14040,Arsenal,Liverpool
14041,AFC Bournemouth,Manchester United
14042,Burnley,Swansea City
14043,Chelsea,West Ham United
14044,Crystal Palace,West Bromwich Albion
14045,Everton,Tottenham Hotspur
14046,Hull City,Leicester City
14047,Manchester City,Sunderland
14048,Middlesbrough,Stoke City
14049,Southampton,Watford
14050,Leicester City,Arsenal
14052,Manchester United,Southampton
14053,Stoke City,Manchester City
14054,Sunderland,Middlesbrough
14055,Swansea City,Hull City
14056,Tottenham Hotspur,Crystal Palace
14057,Watford,Chelsea
14058,West Bromwich Albion,Everton
14059,West Ham United,AFC Bournemouth
14312,Burnley,Liverpool
14060,Chelsea,Burnley
14061,Crystal Palace,AFC Bournemouth
14062,Everton,Stoke City
14063,Hull City,Manchester United
14064,Leicester City,Swansea City
14065,Manchester City,West Ham United
14066,Southampton,Sunderland
14067,Tottenham Hotspur,Liverpool
14068,Watford,Arsenal
14069,West Bromwich Albion,Middlesbrough
14070,Arsenal,Southampton
14071,AFC Bournemouth,West Bromwich Albion
14072,Burnley,Hull City
14073,Liverpool,Leicester City
14074,Manchester United,Manchester City
14075,Middlesbrough,Crystal Palace
14076,Stoke City,Tottenham Hotspur
14077,Sunderland,Everton
14078,Swansea City,Chelsea
14079,West Ham United,Watford
14080,Chelsea,Liverpool
14081,Crystal Palace,Stoke City
14082,Everton,Middlesbrough
14083,Hull City,Arsenal
14084,Leicester City,Burnley
14085,Manchester City,AFC Bournemouth
14086,Southampton,Swansea City
14087,Tottenham Hotspur,Sunderland
14088,Watford,Manchester United
14089,West Bromwich Albion,West Ham United
14090,Arsenal,Chelsea
14091,AFC Bournemouth,Everton
14092,Burnley,Watford
14093,Liverpool,Hull City
14094,Manchester United,Leicester City
14095,Middlesbrough,Tottenham Hotspur
14096,Stoke City,West Bromwich Albion
14097,Sunderland,Crystal Palace
14098,Swansea City,Manchester City
14099,West Ham United,Southampton
14100,Burnley,Arsenal
14101,Everton,Crystal Palace
14102,Hull City,Chelsea
14103,Leicester City,Southampton
14104,Manchester United,Stoke City
14105,Sunderland,West Bromwich Albion
14106,Swansea City,Liverpool
14107,Tottenham Hotspur,Manchester City
14108,Watford,AFC Bournemouth
14109,West Ham United,Middlesbrough
14110,Arsenal,Swansea City
14111,AFC Bournemouth,Hull City
14112,Chelsea,Leicester City
14113,Crystal Palace,West Ham United
14114,Liverpool,Manchester United
14115,Manchester City,Everton
14116,Middlesbrough,Watford
14117,Southampton,Burnley
14118,Stoke City,Sunderland
14119,West Bromwich Albion,Tottenham Hotspur
14120,Arsenal,Middlesbrough
14121,AFC Bournemouth,Tottenham Hotspur
14122,Burnley,Everton
14123,Chelsea,Manchester United
14124,Hull City,Stoke City
14125,Leicester City,Crystal Palace
14126,Liverpool,West Bromwich Albion
14127,Manchester City,Southampton
14128,Swansea City,Watford
14129,West Ham United,Sunderland
14130,Crystal Palace,Liverpool
14131,Everton,West Ham United
14132,Manchester United,Burnley
14133,Middlesbrough,AFC Bournemouth
14134,Southampton,Chelsea
14135,Stoke City,Swansea City
14136,Sunderland,Arsenal
14137,Tottenham Hotspur,Leicester City
14138,Watford,Hull City
14139,West Bromwich Albion,Manchester City
14140,Arsenal,Tottenham Hotspur
14141,AFC Bournemouth,Sunderland
14142,Burnley,Crystal Palace
14143,Chelsea,Everton
14144,Hull City,Southampton
14145,Leicester City,West Bromwich Albion
14146,Liverpool,Watford
14147,Manchester City,Middlesbrough
14148,Swansea City,Manchester United
14149,West Ham United,Stoke City
14150,Crystal Palace,Manchester City
14151,Everton,Swansea City
14152,Manchester United,Arsenal
14153,Middlesbrough,Chelsea
14154,Southampton,Liverpool
14155,Stoke City,AFC Bournemouth
14156,Sunderland,Hull City
14157,Tottenham Hotspur,West Ham United
14158,Watford,Leicester City
14159,West Bromwich Albion,Burnley
14160,Arsenal,AFC Bournemouth
14161,Burnley,Manchester City
14162,Chelsea,Tottenham Hotspur
14163,Hull City,West Bromwich Albion
14164,Leicester City,Middlesbrough
14165,Liverpool,Sunderland
14166,Manchester United,West Ham United
14167,Southampton,Everton
14168,Swansea City,Crystal Palace
14169,Watford,Stoke City
14170,AFC Bournemouth,Liverpool
14171,Crystal Palace,Southampton
14172,Everton,Manchester United
14173,Manchester City,Chelsea
14174,Middlesbrough,Hull City
14175,Stoke City,Burnley
14176,Sunderland,Leicester City
14177,Tottenham Hotspur,Swansea City
14178,West Bromwich Albion,Watford
14179,West Ham United,Arsenal
14180,Arsenal,Stoke City
14181,Burnley,AFC Bournemouth
14182,Chelsea,West Bromwich Albion
14183,Hull City,Crystal Palace
14184,Leicester City,Manchester City
14185,Liverpool,West Ham United
14186,Manchester United,Tottenham Hotspur
14188,Swansea City,Sunderland
14189,Watford,Everton
14187,Southampton,Middlesbrough
14190,AFC Bournemouth,Leicester City
14191,Crystal Palace,Manchester United
14192,Middlesbrough,Liverpool
14193,Sunderland,Chelsea
14194,West Bromwich Albion,Swansea City
14195,West Ham United,Burnley
14196,Everton,Arsenal
14197,Manchester City,Watford
14198,Stoke City,Southampton
14199,Tottenham Hotspur,Hull City
14200,AFC Bournemouth,Southampton
14201,Crystal Palace,Chelsea
14202,Everton,Liverpool
14203,Manchester City,Arsenal
14204,Middlesbrough,Swansea City
14205,Stoke City,Leicester City
14206,Sunderland,Watford
14207,Tottenham Hotspur,Burnley
14208,West Bromwich Albion,Manchester United
14209,West Ham United,Hull City
14210,Arsenal,West Bromwich Albion
14211,Burnley,Middlesbrough
14212,Chelsea,AFC Bournemouth
14213,Hull City,Manchester City
14214,Leicester City,Everton
14215,Liverpool,Stoke City
14216,Manchester United,Sunderland
14217,Southampton,Tottenham Hotspur
14218,Swansea City,West Ham United
14219,Watford,Crystal Palace
14220,Arsenal,Crystal Palace
14221,Burnley,Sunderland
14222,Chelsea,Stoke City
14223,Hull City,Everton
14224,Leicester City,West Ham United
14225,Liverpool,Manchester City
14226,Manchester United,Middlesbrough
14227,Southampton,West Bromwich Albion
14228,Swansea City,AFC Bournemouth
14229,Watford,Tottenham Hotspur
14230,AFC Bournemouth,Arsenal
14231,Crystal Palace,Swansea City
14232,Everton,Southampton
14233,Manchester City,Burnley
14234,Middlesbrough,Leicester City
14235,Stoke City,Watford
14236,Sunderland,Liverpool
14237,Tottenham Hotspur,Chelsea
14238,West Bromwich Albion,Hull City
14239,West Ham United,Manchester United
14240,Burnley,Southampton
14241,Everton,Manchester City
14242,Hull City,AFC Bournemouth
14243,Leicester City,Chelsea
14244,Manchester United,Liverpool
14245,Sunderland,Stoke City
14246,Swansea City,Arsenal
14247,Tottenham Hotspur,West Bromwich Albion
14248,Watford,Middlesbrough
14249,West Ham United,Crystal Palace
14250,Arsenal,Burnley
14251,AFC Bournemouth,Watford
14252,Chelsea,Hull City
14253,Crystal Palace,Everton
14254,Liverpool,Swansea City
14255,Manchester City,Tottenham Hotspur
14256,Middlesbrough,West Ham United
14257,Southampton,Leicester City
14258,Stoke City,Manchester United
14259,West Bromwich Albion,Sunderland
14260,Arsenal,Watford
14261,AFC Bournemouth,Crystal Palace
14262,Burnley,Leicester City
14263,Manchester United,Hull City
14264,Middlesbrough,West Bromwich Albion
14265,Sunderland,Tottenham Hotspur
14266,Swansea City,Southampton
14267,West Ham United,Manchester City
14268,Liverpool,Chelsea
14269,Stoke City,Everton
14270,Chelsea,Arsenal
14271,Crystal Palace,Sunderland
14272,Everton,AFC Bournemouth
14273,Hull City,Liverpool
14274,Leicester City,Manchester United
14275,Manchester City,Swansea City
14276,Southampton,West Ham United
14277,Tottenham Hotspur,Middlesbrough
14278,Watford,Burnley
14279,West Bromwich Albion,Stoke City
14280,Arsenal,Hull City
14281,AFC Bournemouth,Manchester City
14282,Burnley,Chelsea
14283,Liverpool,Tottenham Hotspur
14284,Manchester United,Watford
14285,Middlesbrough,Everton
14286,Stoke City,Crystal Palace
14287,Sunderland,Southampton
14288,Swansea City,Leicester City
14289,West Ham United,West Bromwich Albion
14290,Chelsea,Swansea City
14291,Crystal Palace,Middlesbrough
14293,Hull City,Burnley
14294,Leicester City,Liverpool
14297,Tottenham Hotspur,Stoke City
14298,Watford,West Ham United
14299,West Bromwich Albion,AFC Bournemouth
14292,Everton,Sunderland
14300,Leicester City,Hull City
14301,Liverpool,Arsenal
14302,Manchester United,AFC Bournemouth
14303,Stoke City,Middlesbrough
14304,Sunderland,Manchester City
14305,Swansea City,Burnley
14306,Tottenham Hotspur,Everton
14307,Watford,Southampton
14308,West Bromwich Albion,Crystal Palace
14309,West Ham United,Chelsea
14317,Manchester City,Stoke City
14051,Liverpool,Burnley
14311,AFC Bournemouth,West Ham United
14315,Everton,West Bromwich Albion
14316,Hull City,Swansea City
14320,AFC Bournemouth,Swansea City
14321,Crystal Palace,Watford
14322,Everton,Hull City
14323,Manchester City,Liverpool
14324,Middlesbrough,Manchester United
14325,Stoke City,Chelsea
14326,Sunderland,Burnley
14327,Tottenham Hotspur,Southampton
14328,West Bromwich Albion,Arsenal
14329,West Ham United,Leicester City
14330,Arsenal,Manchester City
14331,Burnley,Tottenham Hotspur
14332,Chelsea,Crystal Palace
14333,Hull City,West Ham United
14334,Leicester City,Stoke City
14335,Liverpool,Everton
14336,Manchester United,West Bromwich Albion
14337,Southampton,AFC Bournemouth
14338,Swansea City,Middlesbrough
14339,Watford,Sunderland
14340,Arsenal,West Ham United
14341,Burnley,Stoke City
14342,Hull City,Middlesbrough
14343,Leicester City,Sunderland
14344,Manchester United,Everton
14345,Swansea City,Tottenham Hotspur
14346,Watford,West Bromwich Albion
14347,Chelsea,Manchester City
14348,Liverpool,AFC Bournemouth
14349,Southampton,Crystal Palace
14350,AFC Bournemouth,Chelsea
14351,Crystal Palace,Arsenal
14352,Everton,Leicester City
14353,Manchester City,Hull City
14354,Middlesbrough,Burnley
14355,Stoke City,Liverpool
14356,Sunderland,Manchester United
14357,Tottenham Hotspur,Watford
14358,West Bromwich Albion,Southampton
14359,West Ham United,Swansea City
14360,Crystal Palace,Leicester City
14361,Everton,Burnley
14362,Manchester United,Chelsea
14363,Middlesbrough,Arsenal
14365,Stoke City,Hull City
14366,Sunderland,West Ham United
14367,Tottenham Hotspur,AFC Bournemouth
14368,Watford,Swansea City
14369,West Bromwich Albion,Liverpool
14364,Southampton,Manchester City
14295,Manchester City,Manchester United
14310,Arsenal,Leicester City
14314,Crystal Palace,Tottenham Hotspur
14318,Middlesbrough,Sunderland
14371,AFC Bournemouth,Middlesbrough
14372,Burnley,Manchester United
14373,Chelsea,Southampton
14374,Hull City,Watford
14376,Liverpool,Crystal Palace
14378,Swansea City,Stoke City
14379,West Ham United,Everton
14380,Crystal Palace,Burnley
14381,Everton,Chelsea
14382,Manchester United,Swansea City
14383,Middlesbrough,Manchester City
14384,Southampton,Hull City
14385,Stoke City,West Ham United
14386,Sunderland,AFC Bournemouth
14387,Tottenham Hotspur,Arsenal
14388,Watford,Liverpool
14389,West Bromwich Albion,Leicester City
14296,Southampton,Arsenal
14390,Arsenal,Manchester United
14391,AFC Bournemouth,Stoke City
14392,Burnley,West Bromwich Albion
14393,Chelsea,Middlesbrough
14394,Hull City,Sunderland
14395,Leicester City,Watford
14396,Liverpool,Southampton
14397,Manchester City,Crystal Palace
14398,Swansea City,Everton
14399,West Ham United,Tottenham Hotspur
14313,Chelsea,Watford
14319,Southampton,Manchester United
14370,Arsenal,Sunderland
14375,Leicester City,Tottenham Hotspur
14377,Manchester City,West Bromwich Albion
14400,AFC Bournemouth,Burnley
14402,Everton,Watford
14403,Manchester City,Leicester City
14404,Middlesbrough,Southampton
14405,Stoke City,Arsenal
14406,Sunderland,Swansea City
14407,Tottenham Hotspur,Manchester United
14408,West Bromwich Albion,Chelsea
14409,West Ham United,Liverpool
14401,Crystal Palace,Hull City
14410,Arsenal,Everton
14411,Burnley,West Ham United
14412,Chelsea,Sunderland
14413,Hull City,Tottenham Hotspur
14414,Leicester City,AFC Bournemouth
14415,Liverpool,Middlesbrough
14416,Manchester United,Crystal Palace
14417,Southampton,Stoke City
14418,Swansea City,West Bromwich Albion
14419,Watford,Manchester City
22342,Arsenal,Leicester City
22343,Brighton and Hove Albion,Manchester City
22344,Chelsea,Burnley
22345,Crystal Palace,Huddersfield Town
22346,Everton,Stoke City
22347,Manchester United,West Ham United
22348,Newcastle United,Tottenham Hotspur
22349,Southampton,Swansea City
22350,Watford,Liverpool
22351,West Bromwich Albion,AFC Bournemouth
22352,AFC Bournemouth,Watford
22353,Burnley,West Bromwich Albion
22354,Huddersfield Town,Newcastle United
22355,Leicester City,Brighton and Hove Albion
22356,Liverpool,Crystal Palace
22357,Manchester City,Everton
22358,Stoke City,Arsenal
22359,Swansea City,Manchester United
22360,Tottenham Hotspur,Chelsea
22659,Southampton,West Ham United
22362,AFC Bournemouth,Manchester City
22363,Chelsea,Everton
22364,Crystal Palace,Swansea City
22365,Huddersfield Town,Southampton
22366,Liverpool,Arsenal
22367,Manchester United,Leicester City
22368,Newcastle United,West Ham United
22369,Tottenham Hotspur,Burnley
22370,Watford,Brighton and Hove Albion
22371,West Bromwich Albion,Stoke City
22372,Arsenal,AFC Bournemouth
22373,Brighton and Hove Albion,West Bromwich Albion
22374,Burnley,Crystal Palace
22375,Everton,Tottenham Hotspur
22376,Leicester City,Chelsea
22377,Manchester City,Liverpool
22378,Southampton,Watford
22379,Stoke City,Manchester United
22380,Swansea City,Newcastle United
22381,West Ham United,Huddersfield Town
22382,AFC Bournemouth,Brighton and Hove Albion
22383,Chelsea,Arsenal
22384,Crystal Palace,Southampton
22385,Huddersfield Town,Leicester City
22386,Liverpool,Burnley
22387,Manchester United,Everton
22388,Newcastle United,Stoke City
22389,Tottenham Hotspur,Swansea City
22390,Watford,Manchester City
22391,West Bromwich Albion,West Ham United
22392,Arsenal,West Bromwich Albion
22393,Brighton and Hove Albion,Newcastle United
22394,Burnley,Huddersfield Town
22395,Everton,AFC Bournemouth
22396,Leicester City,Liverpool
22397,Manchester City,Crystal Palace
22398,Southampton,Manchester United
22399,Stoke City,Chelsea
22400,Swansea City,Watford
22401,West Ham United,Tottenham Hotspur
22402,Arsenal,Brighton and Hove Albion
22403,AFC Bournemouth,Leicester City
22404,Chelsea,Manchester City
22405,Everton,Burnley
22406,Huddersfield Town,Tottenham Hotspur
22407,Manchester United,Crystal Palace
22408,Newcastle United,Liverpool
22409,Stoke City,Southampton
22410,West Bromwich Albion,Watford
22411,West Ham United,Swansea City
22412,Brighton and Hove Albion,Everton
22413,Burnley,West Ham United
22414,Crystal Palace,Chelsea
22415,Leicester City,West Bromwich Albion
22416,Liverpool,Manchester United
22417,Manchester City,Stoke City
22418,Southampton,Newcastle United
22419,Swansea City,Huddersfield Town
22420,Tottenham Hotspur,AFC Bournemouth
22421,Watford,Arsenal
22422,Chelsea,Watford
22423,Everton,Arsenal
22424,Huddersfield Town,Manchester United
22425,Manchester City,Burnley
22426,Newcastle United,Crystal Palace
22427,Southampton,West Bromwich Albion
22428,Stoke City,AFC Bournemouth
22429,Swansea City,Leicester City
22430,Tottenham Hotspur,Liverpool
22431,West Ham United,Brighton and Hove Albion
22432,Arsenal,Swansea City
22433,AFC Bournemouth,Chelsea
22434,Brighton and Hove Albion,Southampton
22435,Burnley,Newcastle United
22436,Crystal Palace,West Ham United
22437,Leicester City,Everton
22438,Liverpool,Huddersfield Town
22439,Manchester United,Tottenham Hotspur
22440,Watford,Stoke City
22441,West Bromwich Albion,Manchester City
22442,Chelsea,Manchester United
22443,Everton,Watford
22444,Huddersfield Town,West Bromwich Albion
22445,Manchester City,Arsenal
22446,Newcastle United,AFC Bournemouth
22447,Southampton,Burnley
22448,Stoke City,Leicester City
22449,Swansea City,Brighton and Hove Albion
22450,Tottenham Hotspur,Crystal Palace
22451,West Ham United,Liverpool
22452,Arsenal,Tottenham Hotspur
22453,AFC Bournemouth,Huddersfield Town
22454,Brighton and Hove Albion,Stoke City
22455,Burnley,Swansea City
22456,Crystal Palace,Everton
22457,Leicester City,Manchester City
22458,Liverpool,Southampton
22459,Manchester United,Newcastle United
22460,Watford,West Ham United
22461,West Bromwich Albion,Chelsea
22462,Burnley,Arsenal
22463,Crystal Palace,Stoke City
22464,Huddersfield Town,Manchester City
22465,Liverpool,Chelsea
22466,Manchester United,Brighton and Hove Albion
22467,Newcastle United,Watford
22468,Southampton,Everton
22469,Swansea City,AFC Bournemouth
22470,Tottenham Hotspur,West Bromwich Albion
22471,West Ham United,Leicester City
22472,Arsenal,Huddersfield Town
22473,AFC Bournemouth,Burnley
22474,Brighton and Hove Albion,Crystal Palace
22475,Leicester City,Tottenham Hotspur
22476,Watford,Manchester United
22477,West Bromwich Albion,Newcastle United
22478,Chelsea,Swansea City
22479,Everton,West Ham United
22480,Manchester City,Southampton
22481,Stoke City,Liverpool
22482,Arsenal,Manchester United
22483,AFC Bournemouth,Southampton
22484,Brighton and Hove Albion,Liverpool
22485,Chelsea,Newcastle United
22486,Everton,Huddersfield Town
22487,Leicester City,Burnley
22488,Manchester City,West Ham United
22489,Stoke City,Swansea City
22490,Watford,Tottenham Hotspur
22491,West Bromwich Albion,Crystal Palace
22492,Burnley,Watford
22493,Crystal Palace,AFC Bournemouth
22494,Huddersfield Town,Brighton and Hove Albion
22495,Liverpool,Everton
22496,Manchester United,Manchester City
22497,Newcastle United,Leicester City
22498,Southampton,Arsenal
22499,Swansea City,West Bromwich Albion
22500,Tottenham Hotspur,Stoke City
22501,West Ham United,Chelsea
22502,Burnley,Stoke City
22503,Crystal Palace,Watford
22504,Huddersfield Town,Chelsea
22505,Manchester United,AFC Bournemouth
22506,Swansea City,Manchester City
22507,West Ham United,Arsenal
22508,Liverpool,West Bromwich Albion
22509,Newcastle United,Everton
22510,Southampton,Leicester City
22511,Tottenham Hotspur,Brighton and Hove Albion
22512,Arsenal,Newcastle United
22513,AFC Bournemouth,Liverpool
22514,Brighton and Hove Albion,Burnley
22515,Chelsea,Southampton
22516,Everton,Swansea City
22517,Leicester City,Crystal Palace
22518,Manchester City,Tottenham Hotspur
22519,Stoke City,West Ham United
22520,Watford,Huddersfield Town
22521,West Bromwich Albion,Manchester United
22522,Arsenal,Liverpool
22523,Brighton and Hove Albion,Watford
22524,Burnley,Tottenham Hotspur
22525,Everton,Chelsea
22526,Leicester City,Manchester United
22527,Manchester City,AFC Bournemouth
22528,Southampton,Huddersfield Town
22529,Stoke City,West Bromwich Albion
22530,Swansea City,Crystal Palace
22531,West Ham United,Newcastle United
22532,AFC Bournemouth,West Ham United
22533,Chelsea,Brighton and Hove Albion
22534,Crystal Palace,Arsenal
22535,Huddersfield Town,Stoke City
22536,Liverpool,Swansea City
22537,Manchester United,Burnley
22538,Newcastle United,Manchester City
22539,Tottenham Hotspur,Southampton
22540,Watford,Leicester City
22541,West Bromwich Albion,Everton
22542,AFC Bournemouth,Everton
22543,Chelsea,Stoke City
22544,Crystal Palace,Manchester City
22545,Huddersfield Town,Burnley
22546,Liverpool,Leicester City
22547,Manchester United,Southampton
22548,Newcastle United,Brighton and Hove Albion
22550,Watford,Swansea City
22551,West Bromwich Albion,Arsenal
22549,Tottenham Hotspur,West Ham United
22552,Arsenal,Chelsea
22553,Brighton and Hove Albion,AFC Bournemouth
22554,Burnley,Liverpool
22555,Everton,Manchester United
22556,Leicester City,Huddersfield Town
22557,Manchester City,Watford
22558,Southampton,Crystal Palace
22559,Stoke City,Newcastle United
22560,Swansea City,Tottenham Hotspur
22561,West Ham United,West Bromwich Albion
22562,AFC Bournemouth,Arsenal
22563,Chelsea,Leicester City
22564,Crystal Palace,Burnley
22565,Huddersfield Town,West Ham United
22566,Liverpool,Manchester City
22567,Manchester United,Stoke City
22568,Newcastle United,Swansea City
22569,Tottenham Hotspur,Everton
22570,Watford,Southampton
22571,West Bromwich Albion,Brighton and Hove Albion
22572,Arsenal,Crystal Palace
22573,Brighton and Hove Albion,Chelsea
22574,Burnley,Manchester United
22575,Everton,West Bromwich Albion
22576,Leicester City,Watford
22577,Manchester City,Newcastle United
22578,Southampton,Tottenham Hotspur
22579,Stoke City,Huddersfield Town
22580,Swansea City,Liverpool
22581,West Ham United,AFC Bournemouth
22582,Huddersfield Town,Liverpool
22583,Swansea City,Arsenal
22584,West Ham United,Crystal Palace
22585,Chelsea,AFC Bournemouth
22586,Everton,Leicester City
22587,Manchester City,West Bromwich Albion
22588,Newcastle United,Burnley
22589,Southampton,Brighton and Hove Albion
22590,Stoke City,Watford
22591,Tottenham Hotspur,Manchester United
22592,Arsenal,Everton
22593,AFC Bournemouth,Stoke City
22594,Brighton and Hove Albion,West Ham United
22595,Burnley,Manchester City
22596,Crystal Palace,Newcastle United
22597,Leicester City,Swansea City
22598,Liverpool,Tottenham Hotspur
22599,Manchester United,Huddersfield Town
22600,Watford,Chelsea
22601,West Bromwich Albion,Southampton
22602,Chelsea,West Bromwich Albion
22603,Everton,Crystal Palace
22604,Huddersfield Town,AFC Bournemouth
